epoch,train_loss,val_loss,accuracy,macro_f1,weighted_f1
1,0.392039499119553,0.14919270612508392,0.9530827067669173,0.9533955349663883,0.9534021201799749
2,0.08996399802290413,0.13285848780091888,0.9649122807017544,0.9649438197949209,0.9649525736285328
3,0.038765114873218064,0.15253780075120935,0.9639097744360903,0.9639512316507247,0.9639579609905966
